,PassengerId,groupID,MemberID,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,cabin_sec,cabin_num,cabin_side
65,0069_01,0069,01,Earth,0,F/16/S,TRAPPIST-1e,42.0,0,887.0,0.0,9.0,6.0,0.0,,True,F,16,S
66,0070_01,0070,01,Earth,0,F/13/P,TRAPPIST-1e,19.0,0,190.0,0.0,5.0,1.0,726.0,Meremy Brighttt,False,F,13,P
67,0071_01,0071,01,Earth,0,F/14/P,TRAPPIST-1e,17.0,0,16.0,2165.0,0.0,0.0,52.0,Nelly Dillines,False,F,14,P
68,0072_01,0072,01,Earth,0,F/17/S,TRAPPIST-1e,14.0,0,0.0,1.0,0.0,0.0,1063.0,Thell Brantuarez,False,F,17,S
69,0073_01,0073,01,Mars,0,D/3/P,PSO J318.5-22,37.0,0,46.0,83.0,738.0,0.0,12.0,Gorn Make,False,D,3,P
70,0074_01,0074,01,Europa,0,C/3/S,TRAPPIST-1e,42.0,0,1.0,8397.0,0.0,0.0,506.0,Aldibah Mostedry,True,C,3,S
71,0076_01,0076,01,Mars,0,F/18/S,TRAPPIST-1e,27.0,0,147.0,0.0,1018.0,0.0,0.0,Conk Dal,True,F,18,S
72,0077_01,0077,01,Mars,0,F/15/P,TRAPPIST-1e,28.0,0,14.0,0.0,1295.0,0.0,0.0,Pon Blité,True,F,15,P
73,0078_01,0078,01,Europa,0,C/4/S,TRAPPIST-1e,38.0,0,0.0,5840.0,0.0,321.0,9654.0,Spuri Pokerheed,False,C,4,S
74,0081_01,0081,01,Earth,1,G/13/S,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,G,13,S
75,0082_01,0082,01,Mars,0,F/16/P,TRAPPIST-1e,42.0,0,7406.0,0.0,0.0,0.0,0.0,Totse Datte,False,F,16,P
76,0082_02,0082,02,Mars,1,F/16/P,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,F,16,P
77,0082_03,0082,03,Mars,0,F/16/P,TRAPPIST-1e,8.0,0,0.0,0.0,0.0,0.0,0.0,,True,F,16,P
78,0084_01,0084,01,Earth,0,G/14/S,TRAPPIST-1e,24.0,0,688.0,0.0,0.0,0.0,17.0,Coren Coopezmaney,True,G,14,S
79,0085_01,0085,01,Europa,1,C/5/S,TRAPPIST-1e,40.0,0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,C,5,S
80,0086_01,0086,01,Earth,0,F/17/P,TRAPPIST-1e,43.0,0,211.0,0.0,0.0,638.0,513.0,Jodye Kinson,False,F,17,P
81,0088_01,0088,01,Mars,1,E/5/S,PSO J318.5-22,45.0,0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,E,5,S
82,0090_01,0090,01,Earth,1,G/15/S,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,G,15,S
83,0091_01,0091,01,Earth,1,G/16/S,TRAPPIST-1e,26.0,0,"<bound method Series.mean of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: RoomService, Length: 8693, dtype: object>",0.0,0.0,0.0,0.0,Deanne Yorkland,True,G,16,S
84,0091_02,0091,02,Earth,0,F/20/S,TRAPPIST-1e,27.0,0,1.0,697.0,31.0,188.0,0.0,Tinez Yorkland,False,F,20,S
85,0092_01,0092,01,Earth,0,G/9/P,TRAPPIST-1e,19.0,0,0.0,0.0,670.0,1.0,34.0,Gracy Dunnisey,False,G,9,P
86,0092_02,0092,02,Earth,1,G/9/P,TRAPPIST-1e,0.0,0,0.0,0.0,"<bound method Series.mean of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: ShoppingMall, Length: 8693, dtype: object>",0.0,0.0,Stald Hewson,True,G,9,P
87,0092_03,0092,03,Earth,1,G/9/P,TRAPPIST-1e,3.0,0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,G,9,P
88,0097_01,0097,01,Europa,0,A/2/S,TRAPPIST-1e,54.0,0,0.0,1208.0,0.0,3.0,637.0,Alchium Fictful,False,A,2,S
89,0098_01,0098,01,Earth,0,G/11/P,TRAPPIST-1e,26.0,0,0.0,856.0,5.0,32.0,0.0,Doria Carezquez,False,G,11,P
90,0098_02,0098,02,Earth,0,G/11/P,TRAPPIST-1e,26.0,0,0.0,2811.0,957.0,0.0,87.0,Leence Carezquez,True,G,11,P
91,0099_01,0099,01,Earth,0,F/19/P,PSO J318.5-22,23.0,0,311.0,427.0,526.0,37.0,0.0,Aliey Leetersoney,False,F,19,P
92,0099_02,0099,02,Earth,0,G/12/P,TRAPPIST-1e,2.0,0,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,G,12,P
93,0101_01,0101,01,Mars,1,,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Book Trad,True,,,
94,0102_01,0102,01,Earth,0,F/23/S,TRAPPIST-1e,18.0,0,0.0,0.0,0.0,830.0,91.0,Ritany Holson,False,F,23,S
95,0103_01,0103,01,Earth,0,F/24/S,TRAPPIST-1e,24.0,0,0.0,"<bound method Series.mean of 0          0.0
1          9.0
2       3576.0
3       1283.0
4         70.0
         ...  
8688    6819.0
8689       0.0
8690       0.0
8691    1049.0
8692    4688.0
Name: FoodCourt, Length: 8693, dtype: object>",0.0,0.0,17.0,Arlen Mclainez,True,F,24,S
96,0103_02,0103,02,Earth,1,G/18/S,55 Cancri e,9.0,0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,G,18,S
97,0103_03,0103,03,Earth,1,G/18/S,TRAPPIST-1e,6.0,0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,G,18,S
98,0105_01,0105,01,Earth,0,F/21/P,TRAPPIST-1e,27.0,0,0.0,0.0,570.0,2.0,131.0,Carry Cleachrand,False,F,21,P
99,0107_01,0107,01,Mars,0,D/2/S,TRAPPIST-1e,21.0,0,1743.0,5.0,17.0,0.0,0.0,Coobix Hart,False,D,2,S
100,0108_01,0108,01,Earth,1,G/19/S,TRAPPIST-1e,23.0,0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,G,19,S
101,0108_02,0108,02,Earth,0,G/19/S,TRAPPIST-1e,31.0,0,562.0,0.0,326.0,0.0,0.0,,False,G,19,S
102,0108_03,0108,03,Earth,0,G/19/S,TRAPPIST-1e,0.0,0,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,G,19,S
103,0110_01,0110,01,Europa,0,,TRAPPIST-1e,32.0,0,0.0,410.0,6.0,3929.0,764.0,Graviph Aloubtled,False,,,
104,0110_02,0110,02,Europa,0,B/5/P,TRAPPIST-1e,40.0,0,0.0,331.0,0.0,0.0,1687.0,Aldeba Bootious,False,B,5,P
105,0110_03,0110,03,Europa,0,B/5/P,TRAPPIST-1e,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,Alaratz Aloubtled,True,B,5,P
106,0110_04,0110,04,Europa,1,B/5/P,TRAPPIST-1e,28.0,0,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,B,5,P
107,0111_01,0111,01,Europa,1,E/6/S,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,E,6,S
108,0112_01,0112,01,Europa,0,B/1/S,55 Cancri e,48.0,1,0.0,2537.0,87.0,17.0,13.0,Moth Cowtale,True,B,1,S
109,0113_01,0113,01,Earth,0,F/23/P,TRAPPIST-1e,64.0,0,0.0,0.0,804.0,0.0,0.0,Idary Carvis,True,F,23,P
110,0114_01,0114,01,Earth,0,G/20/S,TRAPPIST-1e,27.0,0,82.0,157.0,429.0,238.0,1.0,Maura Beckerson,False,G,20,S
111,0115_01,0115,01,Mars,0,F/24/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,"<bound method Series.mean of 0          0.0
1         44.0
2         49.0
3        193.0
4          2.0
         ...  
8688      74.0
8689       0.0
8690       0.0
8691    3235.0
8692      12.0
Name: VRDeck, Length: 8693, dtype: object>",Rohs Pead,True,F,24,P
112,0116_01,0116,01,Europa,0,D/4/P,TRAPPIST-1e,33.0,0,1.0,2223.0,0.0,12.0,404.0,Alhenah Suptive,True,D,4,P
113,0119_01,0119,01,Earth,0,A/0/P,TRAPPIST-1e,39.0,0,0.0,2344.0,0.0,65.0,6898.0,Batan Coning,False,A,0,P
114,0119_02,0119,02,Europa,1,A/0/P,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,A,0,P
115,0120_01,0120,01,Mars,1,F/25/P,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,"<bound method Series.mean of 0          0.0
1         44.0
2         49.0
3        193.0
4          2.0
         ...  
8688      74.0
8689       0.0
8690       0.0
8691    3235.0
8692      12.0
Name: VRDeck, Length: 8693, dtype: object>",Bees Sacre,True,F,25,P
116,0122_01,0122,01,Earth,0,G/21/S,TRAPPIST-1e,29.0,0,0.0,0.0,0.0,699.0,74.0,Shelle Hayder,False,G,21,S
117,0123_01,0123,01,Earth,0,F/27/P,TRAPPIST-1e,18.0,0,55.0,597.0,49.0,0.0,1.0,Iree Fielson,False,F,27,P
118,0126_01,0126,01,Mars,1,F/27/S,TRAPPIST-1e,67.0,0,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,F,27,S
119,0127_01,0127,01,Mars,0,E/7/S,TRAPPIST-1e,35.0,0,701.0,0.0,296.0,0.0,25.0,Miloss Mesty,False,E,7,S
120,0128_01,0128,01,Mars,0,D/3/S,TRAPPIST-1e,61.0,1,2353.0,334.0,9.0,316.0,2.0,Grohs Fles,False,D,3,S
121,0128_02,0128,02,Mars,0,E/8/S,TRAPPIST-1e,45.0,0,2103.0,6.0,0.0,0.0,0.0,Barave Fles,False,E,8,S
122,0129_01,0129,01,Earth,1,G/22/S,PSO J318.5-22,22.0,0,0.0,0.0,"<bound method Series.mean of 0          0.0
1         25.0
2          0.0
3        371.0
4        151.0
         ...  
8688       0.0
8689       0.0
8690    1872.0
8691       0.0
8692       0.0
Name: ShoppingMall, Length: 8693, dtype: object>",0.0,0.0,Race Fowles,True,G,22,S
123,0133_01,0133,01,Mars,1,F/29/S,TRAPPIST-1e,19.0,0,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,F,29,S
124,0133_02,0133,02,Mars,0,D/5/S,TRAPPIST-1e,36.0,0,2738.0,0.0,0.0,0.0,0.0,Egrasp Blie,False,D,5,S
125,0134_01,0134,01,Earth,0,G/17/P,TRAPPIST-1e,19.0,0,0.0,14.0,730.0,0.0,0.0,Camina Harmontry,True,G,17,P
126,0136_01,0136,01,Earth,0,G/23/S,PSO J318.5-22,47.0,0,97.0,418.0,126.0,25.0,55.0,,False,G,23,S
127,0138_01,0138,01,Earth,1,G/18/P,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,G,18,P
128,0138_02,0138,02,Earth,0,E/5/P,TRAPPIST-1e,34.0,0,0.0,22.0,0.0,564.0,207.0,Monah Gambs,False,E,5,P
129,0139_01,0139,01,Europa,1,C/6/S,55 Cancri e,35.0,0,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,C,6,S
130,0140_01,0140,01,Earth,1,G/19/P,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,G,19,P
131,0140_02,0140,02,Earth,0,F/29/P,TRAPPIST-1e,26.0,0,440.0,0.0,0.0,0.0,462.0,Verney Whitakers,False,F,29,P
132,0141_01,0141,01,Mars,0,F/30/P,TRAPPIST-1e,31.0,0,"<bound method Series.mean of 0         0.0
1       109.0
2        43.0
3         0.0
4       303.0
        ...  
8688      0.0
8689      0.0
8690      0.0
8691      0.0
8692    126.0
Name: RoomService, Length: 8693, dtype: object>",0.0,97.0,0.0,0.0,Pyrohs Harte,False,F,30,P
133,0144_01,0144,01,Earth,0,F/31/S,TRAPPIST-1e,20.0,0,0.0,420.0,210.0,0.0,0.0,Guadae Dayers,True,F,31,S
134,0146_01,0146,01,Earth,0,G/25/S,TRAPPIST-1e,56.0,0,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False,G,25,S
135,0147_01,0147,01,Earth,1,G/26/S,TRAPPIST-1e,50.0,0,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True,G,26,S
136,0148_01,0148,01,Mars,0,F/31/P,TRAPPIST-1e,42.0,0,1072.0,0.0,10.0,0.0,76.0,Corsh Pashe,False,F,31,P
137,0149_01,0149,01,Earth,1,G/27/S,55 Cancri e,"<bound method Series.mode of 0       39.0
1       24.0
2       58.0
3       33.0
4       16.0
        ... 
8688    41.0
8689    18.0
8690    26.0
8691    32.0
8692    44.0
Name: Age, Length: 8693, dtype: object>",0,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True,G,27,S
138,0151_01,0151,01,Earth,1,G/20/P,55 Cancri e,38.0,0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False,G,20,P
139,0152_01,0152,01,Earth,0,F/32/P,TRAPPIST-1e,41.0,0,0.0,0.0,0.0,0.0,607.0,Andan Estron,False,F,32,P
140,0160_01,0160,01,Earth,0,G/22/P,TRAPPIST-1e,22.0,0,4119.0,0.0,0.0,0.0,61.0,Gory Atkinney,False,G,22,P
141,0163_01,0163,01,Europa,1,B/8/P,TRAPPIST-1e,26.0,0,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True,B,8,P
142,0163_02,0163,02,Europa,1,B/8/P,TRAPPIST-1e,17.0,0,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True,B,8,P
143,0164_01,0164,01,Earth,0,G/28/S,TRAPPIST-1e,57.0,0,50.0,1688.0,0.0,"<bound method Series.mean of 0          0.0
1        549.0
2       6715.0
3       3329.0
4        565.0
         ...  
8688    1643.0
8689       0.0
8690       1.0
8691     353.0
8692       0.0
Name: Spa, Length: 8693, dtype: object>",135.0,Fany Hutchinton,True,G,28,S
144,0164_02,0164,02,Earth,1,G/28/S,PSO J318.5-22,17.0,0,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False,G,28,S
145,0165_01,0165,01,Mars,1,F/37/P,TRAPPIST-1e,35.0,0,0.0,0.0,0.0,0.0,0.0,Graven Anche,True,F,37,P
146,0167_01,0167,01,Mars,1,F/35/S,TRAPPIST-1e,13.0,0,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True,F,35,S
147,0167_02,0167,02,Mars,0,F/35/S,TRAPPIST-1e,27.0,0,1365.0,0.0,48.0,22.0,137.0,Rios Floaf,False,F,35,S
148,0169_01,0169,01,Earth,1,G/23/P,TRAPPIST-1e,31.0,0,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False,G,23,P
149,0170_01,0170,01,Earth,0,E/10/S,TRAPPIST-1e,24.0,0,0.0,0.0,0.0,221.0,567.0,Mollie Mcmahoney,False,E,10,S
